Sr.no,name,year,movie_rated,run_length,genres,release_date,IMDB_rating,num_raters,num_reviews,review_url,image_Url,rating,keyword,review_date,review,sentiments
210,Star Wars: Episode IV - A New Hope,1977,PG,2h 1min,Action; Adventure; Fantasy; ,25 May 1977 (USA),9,1197132,1834,https://www.imdb.com/title/tt0076759/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/kMIUvpDVv_oQABEDe1lp-6HDQWw=/206x305/v2/https://flxt.tmsimg.com/assets/p4407_p_v12_ab.jpg,0,Classic bit of fun sci-fi  a space western!,2002-06-30,The Republic has fallen and the Empire rules the galaxy as a dictatorship  seeking to destroy dissenting voices.  The Empire's ultimate weapon  the Death Star  is fully on line and capable of destroying whole systems.  The Jedi have been destroyed  save a few living in hiding  unable to compete with the force of the Empire.  However Princess Leia has the plans showing a weakness within the Death Star.  Before she is captured by Darth Vader she gives them to droids C3PO and R2D2 and they escape.  When they land on a nearby planet they find Luke Skywalker and set out to find the owner of the droids Obi Wan Kenobi  or Old Ben Kenobi.  Obi Wan begins to train Luke in the way of the force as they try to get the information to the Rebellion before the Death Star can be used at full power.It's not a brilliant piece of filmmaking  lets be honest  Lucas isn't the Shakespeare of our generation.  However what it is  is a good story of good v's evil  a western of goodies v baddies set in space.  The story is simple but contains clear characters.  The thing that sets it apart is the fun  the sense of wonder for kids but also the enjoyment it brings to adult. The story is good for a sci-fi with a lot of history and back-story clearly set out up front.  The action scenes are mostly great  not dry effects but with a real sense of action and excitement too.This may be the 4th part but it's also our first chapter  it is light and enjoyable but hints that this is only part of an ongoing battle.  The way it relates to kids and adults is obvious as it broke records and everyone of a certain age knows about Star Wars!  The effects still look good today  in many ways the model work looks better than all digital effects simply because they are `real' and don't just exist within a computer.  Sound effects  comedy  music  it's all pitch perfect and sets up the rest of the series really well.Hamil is ok as Skywalker (`Blonde hair  blue eyes'  Chasing Amy!).  He is suitable for a kids film and he does well with his role.  However like part 1 has Anakin at his least interesting  part 4 has Luke yet to develop into darker areas.  Ford is perfect as Han Solo  he adds character and flair to some dry performances.  Alec Guinness adds maturity to the whole film and is so good is Obi Wan that even Ewan McGregor just does an impression rather than recreate the role.  Darth Vader is just the right side of silly camp villain  Jones' voice is a perfect fit and he has real menace and power. Bits players such as Chewie  C3PO  R2D2 etc all add comedy in spades.Overall this film is even better now that we know how it all fits together in Star Wars `history'.  But even without all the hype this is a really fun sci-fi that is enjoyable  simple and really good fun to watch if you're in the mood.  Having a deeper perspective on it just makes it all the better.,positive
211,Star Wars: Episode IV - A New Hope,1977,PG,2h 1min,Action; Adventure; Fantasy; ,25 May 1977 (USA),9,1197132,1834,https://www.imdb.com/title/tt0076759/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/kMIUvpDVv_oQABEDe1lp-6HDQWw=/206x305/v2/https://flxt.tmsimg.com/assets/p4407_p_v12_ab.jpg,10,"""May the Force be with you.""",2007-06-06,"I couldn't let the thirtieth anniversary season of ""Star Wars"" slip by without a commemorative viewing today to remind me of the start of this hugely successful franchise. Though it's not one of my own personal Top Ten films of all time  I can understand how so many fans come to see it that way. At the time it was a seminal film that reinvigorated the sci-fi genre; my first viewing when it debuted in theaters garnered more than a single 'Whoa' with each new scene and concept that hadn't been done before. I was particularly intrigued with the names of the characters George Lucas created for his heroes  sounding uniquely original and matching their physical description and characters. Could Luke Skywalker  Han Solo  or Princess Leia have been called anything else? How about Jabba the Hutt; he looks exactly how a Jabba the Hutt would look if there was a Jabba the Hutt. Makes sense  doesn't it? I get a kick out of the nay sayers on this board who have such a fierce guttural reaction to the success of the entire Star Wars franchise  never missing an opportunity to thrash it unmercifully. The best response to that I guess would be that they represent a mere six and a half per cent minority of the IMDb voting history for this film that give it less than a 6.0 rating. It reminds me of that joke about the one in three people who might be crazy  and your two best friends seem alright. Something to think about.Anyway  there's no point in detailing the film since virtually every one on the planet has probably seen it at least once  even my wife. My son  who was born in 1977  has probably seen it thirty times a year every year since he started watching movies  kind of a record in itself I would think  allowing him to quote virtually every line of dialog from the movie. Such is the compelling nature of true Star Wars fans  who while watching  find themselves in a galaxy far  far away.",positive
212,Star Wars: Episode IV - A New Hope,1977,PG,2h 1min,Action; Adventure; Fantasy; ,25 May 1977 (USA),9,1197132,1834,https://www.imdb.com/title/tt0076759/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/kMIUvpDVv_oQABEDe1lp-6HDQWw=/206x305/v2/https://flxt.tmsimg.com/assets/p4407_p_v12_ab.jpg,10,What more to say? I guess  may the force be with it  always.,2005-09-26,"Well  everyone knows ""Star Wars"": a long  long time ago  in a galaxy far  far away  Luke Skywalker (Mark Hamill)  Princess Leia (Carrie Fisher) and Han Solo (Harrison Ford) battle Darth Vader's evil forces. Obviously  this is probably one of the top five most famous movies of all time  and it has truly withstood the test of time. It doesn't suffice to call ""Star Wars"" a sci-fi  a fantasy  or anything really; it is everything that a movie could be. Looking back on it  we notice that it was actually pretty low tech (which is part of why ""Episode 1"" was so bad).Well anyway  the point is that George Lucas created the ultimate masterpiece here. This movie will live on forever.",positive
213,Star Wars: Episode IV - A New Hope,1977,PG,2h 1min,Action; Adventure; Fantasy; ,25 May 1977 (USA),9,1197132,1834,https://www.imdb.com/title/tt0076759/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/kMIUvpDVv_oQABEDe1lp-6HDQWw=/206x305/v2/https://flxt.tmsimg.com/assets/p4407_p_v12_ab.jpg,10,Star Wars: Episode IV - A New Hope,2005-03-04,"This is where it all started  the original trilogy and saga of science-fiction epic adventures  from Oscar and Golden Globe nominated writer/director/creator George Lucas. ""A long time ago  in a galaxy far  far away"" the universe in ruled in fear by the Empire  and a new threat has been completed  the Death Star battle station. The rebels however have managed to capture the plans for the station  and Senator Princess Leia Organa (introducing Carrie Fisher) places them into the memory of droid R2-D2 (Kenny Baker). R2 with companion droid C-3PO (Anthony Daniels) escape the ship and land the desert world Tatooine  the Princess meanwhile is held captive by the Emperor's trusted servant Darth Vader (acted by David Prowse  voiced by James Earl Jones) and battle station leader Grand Moff Tarkin (Peter Cushing). R2 and 3PO meanwhile eventually end up with farm boy Luke Skywalker (introducing Mark Hamill) who lives on the planet with his Aunt and Uncle. While cleaning R2  he comes across the message from the Princess  mentioning Obi-Won Kenobi (Oscar and Golden Globe nominated Sir Alec Guinness)  an former Jedi Knight who they find in the desert. After his relatives are killed  Luke wants to learn the ways of the Force and become a Jedi. They contract pilots of the Millennium Falcon  Han Solo (introducing Harrison Ford) and Wookie Chewbacca (Peter Mayhew) to take them across the galaxy at light speeds. They travel to what was the Princess's planet  Alderaan  but they are pulled in by tracker beam by what destroyed it  the Death Star. After avoiding the stormtroopers  and rescuing the Princess  they eventually escape after removing the beam  but Obi-Won was killed (and became one with the Force) after being killed by his former pupil  Vader. The concluding scenes are the craft and laser battles with the Rebels and the Empire  Darth Vader escapes (giving way to the sequel)  and Luke eventually blows up the Death Star (with a great explosion)  and the heroes are rewarded  a happy ending. It won the Oscars for Best Art Direction-Set Decoration  Best Costume Design  Best Visual Effects  Best Film Editing  Best Music for John Williams and Best Sound  and it was nominated for Best Picture  Best Writing  Screenplay Written Directly for the Screen and a Special Achievement Award (for creation of alien  creature and robot voices)  it won the BAFTAs for the Anthony Asquith Award for Film Music and Best Sound  and it was nominated for Best Costume Design  Best Film Editing  Best Production Design/Art Direction and Best Film  and it won the Golden Globe for Best Original Score  and it was nominated for Best Motion Picture - Drama. Harrison Ford was number 5 on The 100 Greatest Movie Stars  Sir Alec Guinness was number 12 on The 50 Greatest British Actors  he was number 2 on Britain's Finest Actors  and he was number 11 on The World's Greatest Actor  Obi-Wan Kenobi was number 37  and Han Solo number 14 (Heroes)  and Darth Vader number 3 (Villain) on 100 Years  100 Heroes & Villains  Star Wars was number 24 on The 100 Pop Culture Icons  the film was number 1 on 100 Years of Film Scores  it was number 8 on 100 Years  100 Quotes (""May the Force be with you."")  it was number 91 on The 100 Greatest Scary Moments (Darth Vader)  it was number 27 on 100 Years  100 Thrills  it was number 9 on The 100 Greatest Family Films  it was number 4 on The Ultimate Film  it was number 39 on 100 Years  100 Cheers  it was number 15 on 100 Years  100 Movies  and along with Episode V: The Empire Strikes Back  both were number 1 on The 100 Greatest Films. Outstanding!",positive
214,Star Wars: Episode IV - A New Hope,1977,PG,2h 1min,Action; Adventure; Fantasy; ,25 May 1977 (USA),9,1197132,1834,https://www.imdb.com/title/tt0076759/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/kMIUvpDVv_oQABEDe1lp-6HDQWw=/206x305/v2/https://flxt.tmsimg.com/assets/p4407_p_v12_ab.jpg,9,A long time ago in a decade without CGI...,2008-10-06,"When I first watched this in the cinema I was ten  it was 1977 and I'd never seen anything like it. It had me gripped from the start when a small spacecraft flew past being fired upon by another much larger one that was so big that it seemed to take ages to pass over the viewer. Unlike the recent prequels scenes such as this weren't cluttered with excessive CGI activity but instead showed what was needed in a way that hadn't been seen before. The special effects used throughout the film were ground-breaking for the time and still look great to this day  there is something more real looking about the models used when compared to today's CGI.The main character are all interesting and likable and the acting was all pretty good both from veteran actors like Alec Guinness and Peter Cushing who brought a suitable gravitas to the film and from younger actors Harrison Ford  Mark Hamill and Carrie Fisher who brought a sense of youthful energy.In the unlikely event that somebody doesn't know what the film is about I'll give a brief synopsis; Set in a distant galaxy the forces of the evil galactic empire are hunting down the rebels who are attempting to restore the old republic. They are about to capture a rebel ship which has the stolen plans to the empires latest weapon  the Death Star  when they are hidden in a small robot (droid) by the name of R2-D2 by Princess Leah  he escapes in one of the ships escape pods along with his companion C3PO. They escape to the desert world of Tatooine where they are swiftly captured by strange creatures called Jawas who sell the pair to a farmer who gets his nephew Luke to clean them. While doing so he stumbles across a holographic message addressed to one Obi-Wan Kenobi. While Luke is off having his dinner R2-D2 escapes seeking Obi Wan.The next day Luke sets off to find him but shortly after doing so he is ambushed by Sand People who start ransacking his vehicle till they are disturbed by a robed figure who turns out to be Obi-Wan. He explains to Luke that he was once a Jedi knight and friend of his late father who had been killed by another Jedi called Darth Vader who had turned to the dark side of the force  they also see the full message that R2 is carrying which requests that Obi-Wan takes R2 to the planet Alderaan to get the plans to the rebels. While this is happening Vader who is on the ship searching for the plans dispatches troops to search for the two missing droids. By the time Luke returns home it is too late  the place is a burn out ruin and his aunt and uncle are dead. He decides that he will join Obi-Wan on his mission to Alderaan.They hire a ship  called the Millennium Falcon  from a smuggler called Han Solo who needs the money to pay off a debt and avoid the various bounty hunter who are after him. When they arrive at Alderaan they find it is no longer there  it has in fact been destroyed by the Death Star in an attempt to get Princess Leah to tell them where the rebels are based. Soon after arriving the Millennium Falcon is captured after it goes to investigate a small moon that turns out to be the Death Star. While Obi-Wan is off trying to disable the tractor beam that captured them Han and Luke discover that Princess Leah is being held in the detention area and set off to rescue her... I won't say any more as I don't want to spoil the ending.I think this is a film every body should see at least once  it might not be perfect but if it wasn't for this recent cinematic history would be quite different; it kick-started a revival in science fiction that lead to things like Battlestar Galactica  the return of Star Trek and Alien and was possibly the first ""block-buster"" film. In many ways it was more than just a film it was an event; everybody at my school was talking about it and little else  till one watched it you were completely out of the loop. The characters and there adventures in this and the other films in the franchise have become part of modern folklore.These comments were made based on the video released in the '80s... so no extra CGI and Greedo didn't even attempt to fire before Han killed him.",positive
215,Star Wars: Episode IV - A New Hope,1977,PG,2h 1min,Action; Adventure; Fantasy; ,25 May 1977 (USA),9,1197132,1834,https://www.imdb.com/title/tt0076759/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/kMIUvpDVv_oQABEDe1lp-6HDQWw=/206x305/v2/https://flxt.tmsimg.com/assets/p4407_p_v12_ab.jpg,7,"Primitive-Looking By Now  But A 'Must"" To Set Up The Series",2006-06-10,"After seeing all six episodes of the Star Wars saga several times apiece  I still think this initial entry is interesting but one of weaker ones in the series. Perhaps that's because by now  the special-effects look primitive but also because it's a little slow in parts  slower than the other five films. Sometimes  though  it's nice to have more lulls as these modern-day action films many times overdo the violence. This one  however  is just a bit too slow overall.The first hour of this film sets up the second hour plus the two sequels that followed in the 1980s  showing how the principal characters were united  who they are fighting against and what mystical powers they have at their disposal. Note: it was even interesting to watch this film decades later after the final installment  episode 3  was viewed. It made this first entry make a little more sense  knowing the complete story (who was related to whom  how some died  etc.). It was also a shock to go back and see the special-effects in here after viewing those final three films issued in recent years.I always got annoyed  to be honest  at two things in this initial Star Wars film I felt were overdone: the ""Rambo"" mentality in which hundreds of shots are fired at the good guys and never hit them and the constant arguing between Carrie Fisher (""Princess Leia"") and Harrison Ford (""Han Solo""). By the third film  thankfully  that bickering stopped and everyone was ""on the same page.""Despite how old this film is  it's a ""must"" for this collection since it sets up so much of what is to follow. It's also kind of fun to look at this again and see how young everyone looks!",positive
216,Star Wars: Episode IV - A New Hope,1977,PG,2h 1min,Action; Adventure; Fantasy; ,25 May 1977 (USA),9,1197132,1834,https://www.imdb.com/title/tt0076759/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/kMIUvpDVv_oQABEDe1lp-6HDQWw=/206x305/v2/https://flxt.tmsimg.com/assets/p4407_p_v12_ab.jpg,9,Stunning and fascinating fantasy tale in which some valiant heroes battle the Galactic Empire,2021-11-07,"Riveting first entry George Lucas's Stars Wars from a fantastic trilogy proved to be one of the biggest boxoffice successes of all time . This super-colossal Sci-Fi epic   it is a real and spectaculat pantomime .And   like most pantomimes   it is a lot of fun and extremely entertaining . Concerning a young heroe named Luke  a hot-shot  cocky aircraft pilot  Han Solo  a captured princess and a mysterious Jedi Knight  Ben Obi Wan Kenobi   all of them blend together against the tyrants of the Galactic Empire . As the team attempting to save the galaxy from the Empire's World by destroying a battle station  and fighting to rescue Princess Leia kidnapped by an ominous enemy   Darth Vader . May the Force be will you!. ¨Somewhere  in space  this could all be happening right now"" .¨A long time ago in a galaxy far  far away"". It's Back ! .The Force will be with you for three weeks only. May the Force be with you. One year old today !.The plot is well known   a group of heroes join forces to combat evil forces   they are the following ones : the brave Luke Skywalker : Mark Hamill   a sly   likeable pilot : Harrison Ford  a shaggy Wookie  Chewbacca : Peter Mayhew   a Jedi Knight  Obi Wan Kenobi : Alec Guinness  and two endearing pair of droids   C3PO : Anthony Daniels and R2D2 : Kenny Baker  both of whom accompany the hero on his exploits and other rebel forces engaged in a life and death struggle  while trying to save the abducted heroine in distress   princess Leia : Carrie Fisher   from the claws of the mysterious Darth Vader : David Prowse  voice by James Earl Jones and other enemies as Grand Moff Tarkin : Peter Cushing who provides the class enough   as usual . Set a new cinematic standard for realistic but at the same time traditional special effects  including overwhelming battles   impressive monsters   groundbreaking aerial scenes galore   though subsequently several frames were digitalized by I. L. M. (Industrial   Light and Magic)   making many pre-Stars Wars flicks seem almost laughlable in retrospective.Writer/filmmaker George Lucas mixed the best of classic Science Fiction of the Fifties   pulp literature  old-fashionable cliff-hungers   comic books  Akira Kurosawa films and vintage fantasy to come up with the ultimate adventure . It displays wonderful settings  glamorous production design by John Barry  monumental art direction by Norman Reynolds and splendid set decoration by Roger Christian. As well as colorful and brilliant cinematography by Gilbert Taylor. And a vibrant and rousing musical score by the great John Williams  including the classic leitmotif . The movie's adrenaline-raising drive makes it irresistible. Being essential and indispensable watching it . Followed by ""The Empire strikes again"" by Irvin Keshner considered to be the best of the exciting trilogy and ""Return of the Jedi"" by Richard Marquand with similar artistic and technician team.",positive
217,Star Wars: Episode IV - A New Hope,1977,PG,2h 1min,Action; Adventure; Fantasy; ,25 May 1977 (USA),9,1197132,1834,https://www.imdb.com/title/tt0076759/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/kMIUvpDVv_oQABEDe1lp-6HDQWw=/206x305/v2/https://flxt.tmsimg.com/assets/p4407_p_v12_ab.jpg,10,The classic...,2015-12-31,"Having grown up with the ""Star Wars"" trilogy  then ""Star Wars: Episode IV - A New Hope"" is a classic in every sense of the word. This is the epic story of good vs. evil and of light vs. dark. But it is also a story of heroism  bravery and adventure. I am an fan-boy  yes  but what is there not to love about ""Star Wars""?George Lucas really managed to piece together a timeless classic that stands its own even today. And even with effects from 1977 it was light years ahead of its time  no pun intended. And the effects stand their ground even by todays standards.There is something uniquely amazing about the atmosphere and feel of the ""Star Wars"" universe. And it doesn't require much to be swept away and carried along to a galaxy far  far away...The cast in ""Star Wars: Episode IV - A New Hope"" did a good and memorable job with their individual roles and characters. And with this movie George Lucas established some characters that instantly became well-known and well-loved.""Star Wars: Episode IV - A New Hope"" is a movie of high space adventure with vibrant characters  creatures and spaceships. It is an enjoyable movie for the entire family  space nerds or not.If you are not already familiar with the legendary ""Star Wars: Episode IV - A New Hope"" movie  then it is more than due time to get to it.",positive
218,Star Wars: Episode IV - A New Hope,1977,PG,2h 1min,Action; Adventure; Fantasy; ,25 May 1977 (USA),9,1197132,1834,https://www.imdb.com/title/tt0076759/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/kMIUvpDVv_oQABEDe1lp-6HDQWw=/206x305/v2/https://flxt.tmsimg.com/assets/p4407_p_v12_ab.jpg,10,I get all choked up just thinking about it.,2007-02-25,There was no way my review of this classic slab of pulp sci-fi was ever going to be anything but glowing; as a nine year old I saw George Lucas' space opera on its original release and instantly became one of a legion of fans who spent the next twenty years worshipping at the altar of the great turkey-necked director (until The Phantom Menace shattered all of my illusions).Thirty years on  and I'm revisiting Star Wars with my two children  hoping that they will fall in love with it as much as I did  way back when all that seemed important was having a bag-full of marbles and a decent sized pile of comics to read.I'm not going to describe the plot (surely you know that!)  nor am I going to go into great detail about how Lucas borrowed elements from the movies he loved to bring us his epic about a farm boy who becomes a legendary warrior; all I can say is that the film has lost none of its ability to astound and my kids sat entranced (despite not being able to follow the story without the benefit of some additional info from their sci-fi geek dad). My son (who is only three and a half ) might not understand what a 'rebellion' is  and my daughter (nearly six) may struggle with the concept of 'the force'  but both got a kick from witnessing the whole Star Wars universe for the very first time.Chewbacca was an instant hit with my boy  whereas my girl identified with Leia  the gutsy princess. Both of them loved the brilliantly realised landscapes  aliens  robots and spaceships that have wowed film-fans for three decades (and who can blame themthe attention to detail and sheer creativity in design  costume  and make-up is staggering).It has since become evident that old George ain't always the greatest writer or director in the world (the last three Star Wars movies are proof of that); however  when he does get it right  he works miracles (he wrote Raiders of the Lost Ark tooanother solid gold movie).Star Wars is perfect family entertainment that delivers amazing spectacle  unforgettable characters and enough movie magic to last a lifetime. In fact  why not do yourself a favour: get off the internet and go watch it right now (even if you have seen it hundreds of times before).,positive
219,Star Wars: Episode IV - A New Hope,1977,PG,2h 1min,Action; Adventure; Fantasy; ,25 May 1977 (USA),9,1197132,1834,https://www.imdb.com/title/tt0076759/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/kMIUvpDVv_oQABEDe1lp-6HDQWw=/206x305/v2/https://flxt.tmsimg.com/assets/p4407_p_v12_ab.jpg,0,A classic when it first came out and now  still a 'classic' almost 30 years later on DVD.,2004-10-07,My five children were all under the age of 10 when Star Wars came to the theater. While there had been other Sci-Fi movies with a theme of conflict in outer space  'Star Wars' filled our imaginations like no other movie before it. The fantastic  strange worlds were presented almost like we were there too. Aliens sitting around a tavern  enjoying drinks and speaking in all sorts of languages. Nothing before had approached the sheer size of the space ships depicted here  huge cities traveling all over the galaxy. And how about the jump to hyper speed  then disappearing from the screen as the speed exceeds light speed! And the light sabres of the Jedi Knights. The Jedi Knights  a striking parallel to the Japanese Samurai.The Star Wars movies also were responsible for jump-starting the career of Harrison Ford  and today he is probably better known for his next trilogy  as Indiana Jones. The DVDs finally came out last month  and they are near perfect  as we should expect from Lucas Films and THX. The bit rate is high  and the picture is nothing short of superb. As is the Dolby EX surround track. My wife and I watched all three of the movies on DVD this week -- Star Wars  Empire Strikes Back  and Return of the Jedi -- compliments of our local public library. It was an appropriate reminder how good these movies are  and still ahead of their time. Nothing else has been made to compare to them.,positive
220,Star Wars: Episode IV - A New Hope,1977,PG,2h 1min,Action; Adventure; Fantasy; ,25 May 1977 (USA),9,1197132,1834,https://www.imdb.com/title/tt0076759/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/kMIUvpDVv_oQABEDe1lp-6HDQWw=/206x305/v2/https://flxt.tmsimg.com/assets/p4407_p_v12_ab.jpg,6,Sci-fi is now kiddies' world.,2001-08-08,"From ""Star Wars "" onwards sci-fi became the most popular genre for a while.It as a return to simplicity in spite of the huge special effects.Actually the screenplay could have been written by a ten-year old and the characters  stereotyped and Manichean  will not do any harm will not raise intellectual dilemma.Princess Leia Organa is totally sexless and seems to come from some forgotten fairy tale.Luke is a pale shadow from a knight of the round tables without a Graal to conquer and Han Solo is the masculine raider we've already seen in a lot of movies. Humor like in Fredric's Brown tales?none unless the two robots count. Mystery  like in AC Clarke's 2001?none unless Darth Vader 's hidden identity counts? The last quarter of the movie recalls a giant video game. After ""star wars""(and close encounters of the third kind)  intellectual sci-fi was over the hill;now two kinds would share the market between them:the harmless sci-fi for toddlers and brats(Star War saga ET the black hole)and the horrific  brainless and witless sci-fi (Alien and sequels)""2001"" became an ET movie and its overwhelming genius did not influence anymore alas.",positive
221,Star Wars: Episode IV - A New Hope,1977,PG,2h 1min,Action; Adventure; Fantasy; ,25 May 1977 (USA),9,1197132,1834,https://www.imdb.com/title/tt0076759/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/kMIUvpDVv_oQABEDe1lp-6HDQWw=/206x305/v2/https://flxt.tmsimg.com/assets/p4407_p_v12_ab.jpg,10,A Terrific space age epic,2000-02-19,"Star Wars is a film that started it all.  Not only the beginning of a 6 movie saga  but many other things as well.  The film takes many things as influence (Shakespeare's Hamlet  Flash Gordon serials  old voodoo stuff  and Stanley Kubrick's 2001) and it turns it into a terrific movie experience. Some scenes are not all there  but they are made up for the extraordiary space fights and great quotes ""May the Force be With You"".  So  all hail to George Lucas for creating a timeless masterpiece such as this and for many other things (by the way though  even though I think this film is well done  Episode 5 is my favorite).",positive
222,Star Wars: Episode IV - A New Hope,1977,PG,2h 1min,Action; Adventure; Fantasy; ,25 May 1977 (USA),9,1197132,1834,https://www.imdb.com/title/tt0076759/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/kMIUvpDVv_oQABEDe1lp-6HDQWw=/206x305/v2/https://flxt.tmsimg.com/assets/p4407_p_v12_ab.jpg,4,The 1st/4th film in the Star Wars saga,2015-11-11,The New Hope' is the one that started them all for Star Wars back in 1977. It is only due to the prequels that we see its real place within the whole saga.It's a decent enough film  ground-breaking at the time.If you're going from prequels to this one you might find the opening 30 mins a little slow  but the pace really builds after the entry of Obi Wan and never really lets up from there.I find Mark Hamill a little too meek and wooden at times but Harrison Ford more than makes up for it  stealing every scene he's in as the brilliant Han Solo. His chemistry with Carrie Fisher's Princess Leia also adds to the fun.Start at Episode 1 and work up to this smart and funny sci fi film.,positive
223,Star Wars: Episode IV - A New Hope,1977,PG,2h 1min,Action; Adventure; Fantasy; ,25 May 1977 (USA),9,1197132,1834,https://www.imdb.com/title/tt0076759/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/kMIUvpDVv_oQABEDe1lp-6HDQWw=/206x305/v2/https://flxt.tmsimg.com/assets/p4407_p_v12_ab.jpg,0,The Evil Force,2002-09-29,"I recently revisited this  and remembered first seeing it. It wasn't the first movie to be heavily hyped. But I recall it as the first one to appeal to kids as a big adventure.In a couple ways  what's come since have ruined this. Lucas himself ruined it by deciding to make all those extra ones  making up the story as he went. And of course  every month on average we now have a new special effects movie that matches the star wars franchise in visual ambition. Many of these in fact are fueled by Lucas' several companies.So its impossible to recapture that thrill. At the time  yes we knew he stole from Kurosawa  and leaned heavily on Joseph Campbell's notions of myth. But it all seemed so fresh  and Lucas himself came across as a visionary genius. And we needed that more than we needed entertainment.Remember  the US had just been through its first sleazy republican scandal and the nation as a whole was discouraged. But the world of movies was exploding. Woody Allen gave us ""Annie Hall."" Scorcese became known. And then this. The thing that impressed us at the time was how seriously it took itself  despite how childishly goofy that intergalactic bar was. Also how powerful the sounds and images were.The mythology was so clear. We had it for decades in science fiction and fantasy novels  indeed much better. But this was the first time we had them cinematically  and cinema when it works may be the most powerful of packaged imaginations. Oh how I wish we could see it as we did then.Now we notice  for instance  how ordinary the dogfights are. These used to thrill. We don't have all the mystery that made the thing deep. Now we know who everyone is and what is going on  and it is all so much more ordinary than what we imagined at the time as possibilities.In later years  Lucas would let us down  as a person and in this saga. In fact  I think he ruined some things. But for the year of this event  he was the most celebrated singer in the choir. And by me as well.What do I mean about ruining? Things evolve. When one thing finds a niche and flourishes  it pinches off other things. When ""Birth of a Nation"" became a huge success  it froze movies as filmed plays with a larger stage instead of one of the several other directions it could have taken. Again  there was a period after talkies reinvented the medium where there was a struggle among various different directions. This you can clearly see in the period. In retrospect  it appears as if the world could have only turned out the way it did. But the trends that win aren't the best at all.So ""Star Wars"" opened up a gateway for how effects could transform cinema into something far beyond what we had before. And then it closed that gateway  so that effects now cannot show you something unfamiliar. Instead  it all has to be the familiar taken to some extreme.Yes  it was a goose at the time. But Star Wars killed the greater possibilities of science fiction. In film  at least  and because books are inherently cinematic now  in books too.Ted's Evaluation -- 3 of 3: Worth watching.",positive
224,Star Wars: Episode IV - A New Hope,1977,PG,2h 1min,Action; Adventure; Fantasy; ,25 May 1977 (USA),9,1197132,1834,https://www.imdb.com/title/tt0076759/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/kMIUvpDVv_oQABEDe1lp-6HDQWw=/206x305/v2/https://flxt.tmsimg.com/assets/p4407_p_v12_ab.jpg,10,A long time ago in a childhood not too far away...,2009-03-29,"Princess Leia is captured and held hostage by the Imperial Army as it seeks to rule the Galactic Empire. An old Jedi Knight by the name of Ben ""Obi-Wan"" Kenobi may just be hers  and the rebels only hope. Teaming up with farm boy Luke Skywalker  scoundrel Captain Han Solo  and a couple of quirky droids  Kenobi sets off on a mission that could well shape the destiny of the Galaxy  and all who dwell within it.Back in 1977 I was but a wee 11 year old boy  weened on films from all genres by my movie loving parents  I had no idea that Star Wars was to have the same impact on me as Jaws had two summers previously  where yet again I found myself queueing around the block for two whole hours to see a film in a one screen theatre. My love of cinema firmly cemented  Star Wars was the start of a love affair that lasts to this very day.As the years have rolled by and my love of cinema has taken on more in-depth and serious tones  I have come to realise that Star Wars proves to be a far from flawless picture. Certainly its detractors do point to some frayed acting and call the plot structure a jazzed up good versus evil axis  while the charge of George Lucas referencing many prior pictures most assuredly stands  but really do those things matter? No they do not  because Star Wars opened up a new world of cinema  something of a portal to youngsters such as I  it got people talking and debating about the merits of model work in films (which is of an extraordinary high standard here)  it nudged film makers to explore being bigger and bolder in their approach  and crucially  above all else  it got film goers hungry again  a hankering for more please if you may. Now it has to be said that all that followed 20th Century Fox's historic blockbuster didn't run with the baton  in fact most pale into comparison on impact value  but for better or worse (depending on the discerning viewers peccadilloes)  Star Wars stands as a bastion of adventure laden entertainment.It is by definition one of the most successful films in history  George Lucas perhaps didn't know it at the time  but in what was to become an almost operatic anthology  he didn't just make a movie  he created a whole new world seeping with style and rich texture. Almost as amazing as the success of the series  is how it has become part of modern day pop culture  anything from religion to everyday speak has at some time or another referenced Lucas' baby. Ultimately  though  it's one single thing that made (and still does make) Star Wars so great  it's that it has the ability to lift the audience into a rousing united feel good cheer; and that is something that few films can ever lay claim too. In 1977 it was an awe inspiring event to watch in the theatre  now here in my middle age it's an event that is like hugging a dear old friend  a friend that I know will never ever let me down no matter how many times I turn to it. 10/10",positive
